Year,Country,Yield,Rainfall_mm_per_year,Avg_Temp_C,Pesticides_tonnes
2000,Azerbaijan,32484,447.0,12.61,148.68
2001,Azerbaijan,37823,447.0,12.97,148.68
2002,Azerbaijan,43463,447.0,12.45,148.68
2004,Azerbaijan,46071,447.0,12.76,148.68
2005,Azerbaijan,47703,447.0,12.88,148.68
2006,Azerbaijan,45777,447.0,12.66,148.68
2007,Azerbaijan,46175,447.0,12.75,148.68
2008,Azerbaijan,47784,447.0,12.3,262.99
2009,Azerbaijan,47990,447.0,12.6,316.18
2010,Azerbaijan,45551,447.0,13.85,333.85
2011,Azerbaijan,45460,447.0,11.79,461.84
2012,Azerbaijan,51029,447.0,13.0,516.35
2013,Azerbaijan,53903,447.0,14.12,489.8
1992,Azerbaijan,82701,447.0,10.93,148.68
1993,Azerbaijan,78059,447.0,10.53,148.68
1994,Azerbaijan,82623,447.0,11.32,148.68
1995,Azerbaijan,97450,447.0,12.81,148.68
1996,Azerbaijan,101359,447.0,11.96,148.68
1997,Azerbaijan,82711,447.0,11.89,148.68
1998,Azerbaijan,95259,447.0,12.79,148.68
1999,Azerbaijan,95214,447.0,12.74,148.68
2000,Azerbaijan,89357,447.0,12.61,148.68
2001,Azerbaijan,109774,447.0,12.97,148.68
2002,Azerbaijan,121132,447.0,12.45,148.68
2004,Azerbaijan,141416,447.0,12.76,148.68
2005,Azerbaijan,153215,447.0,12.88,148.68
2006,Azerbaijan,149497,447.0,12.66,148.68
2007,Azerbaijan,154570,447.0,12.75,148.68
2008,Azerbaijan,156430,447.0,12.3,262.99
2009,Azerbaijan,149950,447.0,12.6,316.18
2010,Azerbaijan,144945,447.0,13.85,333.85
2011,Azerbaijan,143973,447.0,11.79,461.84
2012,Azerbaijan,146740,447.0,13.0,516.35
2013,Azerbaijan,151999,447.0,14.12,489.8
1992,Azerbaijan,7292,447.0,10.93,148.68
1993,Azerbaijan,9461,447.0,10.53,148.68
1994,Azerbaijan,10059,447.0,11.32,148.68
1995,Azerbaijan,19890,447.0,12.81,148.68
1996,Azerbaijan,36917,447.0,11.96,148.68
1997,Azerbaijan,46082,447.0,11.89,148.68
1998,Azerbaijan,48046,447.0,12.79,148.68
1999,Azerbaijan,44415,447.0,12.74,148.68
2000,Azerbaijan,50191,447.0,12.61,148.68
2001,Azerbaijan,48495,447.0,12.97,148.68
2002,Azerbaijan,46532,447.0,12.45,148.68
2004,Azerbaijan,39810,447.0,12.76,148.68
2005,Azerbaijan,35903,447.0,12.88,148.68
2006,Azerbaijan,42375,447.0,12.66,148.68
2007,Azerbaijan,33886,447.0,12.75,148.68
2008,Azerbaijan,27973,447.0,12.3,262.99
2009,Azerbaijan,25279,447.0,12.6,316.18
2010,Azerbaijan,23963,447.0,13.85,333.85
2011,Azerbaijan,20947,447.0,11.79,461.84
2012,Azerbaijan,22249,447.0,13.0,516.35
2013,Azerbaijan,22808,447.0,14.12,489.8
1992,Azerbaijan,578,447.0,10.93,148.68
1993,Azerbaijan,1659,447.0,10.53,148.68
1994,Azerbaijan,2323,447.0,11.32,148.68
1995,Azerbaijan,1317,447.0,12.81,148.68
1996,Azerbaijan,1389,447.0,11.96,148.68
1997,Azerbaijan,833,447.0,11.89,148.68
1998,Azerbaijan,857,447.0,12.79,148.68
2000,Azerbaijan,2434,447.0,12.61,148.68
2006,Azerbaijan,10000,447.0,12.66,148.68
2008,Azerbaijan,12000,447.0,12.3,262.99
2012,Azerbaijan,1500,447.0,13.0,516.35
2013,Azerbaijan,5000,447.0,14.12,489.8
1992,Azerbaijan,1141,447.0,10.93,148.68
1993,Azerbaijan,811,447.0,10.53,148.68
1994,Azerbaijan,1905,447.0,11.32,148.68
1995,Azerbaijan,10000,447.0,12.81,148.68
1996,Azerbaijan,9363,447.0,11.96,148.68
1997,Azerbaijan,10667,447.0,11.89,148.68
1998,Azerbaijan,11111,447.0,12.79,148.68
1999,Azerbaijan,12000,447.0,12.74,148.68
2000,Azerbaijan,11940,447.0,12.61,148.68
2001,Azerbaijan,12222,447.0,12.97,148.68
2004,Azerbaijan,17568,447.0,12.76,148.68
2005,Azerbaijan,5789,447.0,12.88,148.68
2006,Azerbaijan,4906,447.0,12.66,148.68
2007,Azerbaijan,4000,447.0,12.75,148.68
2008,Azerbaijan,5000,447.0,12.3,262.99
2009,Azerbaijan,6677,447.0,12.6,316.18
2010,Azerbaijan,7136,447.0,13.85,333.85
2011,Azerbaijan,6717,447.0,11.79,461.84
2012,Azerbaijan,6587,447.0,13.0,516.35
2013,Azerbaijan,6457,447.0,14.12,489.8
1992,Azerbaijan,21705,447.0,10.93,148.68
1993,Azerbaijan,16855,447.0,10.53,148.68
1994,Azerbaijan,16296,447.0,11.32,148.68
1995,Azerbaijan,14940,447.0,12.81,148.68
1996,Azerbaijan,16627,447.0,11.96,148.68
1997,Azerbaijan,16914,447.0,11.89,148.68
1998,Azerbaijan,15764,447.0,12.79,148.68
1999,Azerbaijan,19992,447.0,12.74,148.68
2000,Azerbaijan,23223,447.0,12.61,148.68
2001,Azerbaijan,26154,447.0,12.97,148.68
2002,Azerbaijan,26028,447.0,12.45,148.68
2004,Azerbaijan,25748,447.0,12.76,148.68
2005,Azerbaijan,25818,447.0,12.88,148.68
2006,Azerbaijan,26050,447.0,12.66,148.68
2007,Azerbaijan,26722,447.0,12.75,148.68
2008,Azerbaijan,27251,447.0,12.3,262.99
2009,Azerbaijan,25946,447.0,12.6,316.18
2010,Azerbaijan,19381,447.0,13.85,333.85
2011,Azerbaijan,24376,447.0,11.79,461.84
2012,Azerbaijan,26144,447.0,13.0,516.35
2013,Azerbaijan,26719,447.0,14.12,489.8
1990,Bahamas,106667,1149.055980454642,25.74,484.59
1991,Bahamas,100000,1149.055980454642,25.66,484.59
1992,Bahamas,95859,1292.0,25.1,484.59
1993,Bahamas,90909,1292.0,25.26,484.59
1994,Bahamas,80000,1292.0,25.73,484.59
1995,Bahamas,77089,1292.0,25.44,484.59
1996,Bahamas,75783,1292.0,25.06,484.59
1997,Bahamas,75317,1292.0,25.81,484.59
1998,Bahamas,75000,1292.0,25.94,484.59
1999,Bahamas,80000,1292.0,25.31,484.59
2000,Bahamas,100000,1292.0,25.16,484.59
2001,Bahamas,102308,1292.0,25.23,375.89
2002,Bahamas,100000,1292.0,25.79,384.23
2004,Bahamas,103333,1292.0,25.46,269.66
2005,Bahamas,106816,1292.0,25.43,315.74
2006,Bahamas,106250,1292.0,25.34,268.2
2007,Bahamas,105556,1292.0,25.71,268.2
2008,Bahamas,139562,1292.0,25.63,268.2
2009,Bahamas,180917,1292.0,25.46,268.2
2010,Bahamas,221795,1292.0,24.77,268.2
2011,Bahamas,225128,1292.0,25.76,268.2
2012,Bahamas,223000,1292.0,25.46,268.2
2013,Bahamas,221509,1292.0,25.88,268.2
1990,Bahamas,15000,1149.055980454642,25.74,484.59
1991,Bahamas,16667,1149.055980454642,25.66,484.59
1992,Bahamas,16667,1292.0,25.1,484.59
1993,Bahamas,16000,1292.0,25.26,484.59
1994,Bahamas,17931,1292.0,25.73,484.59
1995,Bahamas,17931,1292.0,25.44,484.59
1996,Bahamas,17931,1292.0,25.06,484.59
1997,Bahamas,17400,1292.0,25.81,484.59
1998,Bahamas,19842,1292.0,25.94,484.59
1999,Bahamas,21657,1292.0,25.31,484.59
2000,Bahamas,24762,1292.0,25.16,484.59
2001,Bahamas,30000,1292.0,25.23,375.89
2002,Bahamas,30500,1292.0,25.79,384.23
2004,Bahamas,35500,1292.0,25.46,269.66
2005,Bahamas,36000,1292.0,25.43,315.74
2006,Bahamas,38000,1292.0,25.34,268.2
2007,Bahamas,40000,1292.0,25.71,268.2
2008,Bahamas,47619,1292.0,25.63,268.2
2009,Bahamas,60000,1292.0,25.46,268.2
2010,Bahamas,75333,1292.0,24.77,268.2
2011,Bahamas,73085,1292.0,25.76,268.2
2012,Bahamas,73404,1292.0,25.46,268.2
2013,Bahamas,74465,1292.0,25.88,268.2
2010,Bahamas,79048,1292.0,24.77,268.2
2011,Bahamas,78182,1292.0,25.76,268.2
2012,Bahamas,77391,1292.0,25.46,268.2
2013,Bahamas,76928,1292.0,25.88,268.2
1990,Bahamas,38118,1149.055980454642,25.74,484.59
1991,Bahamas,31385,1149.055980454642,25.66,484.59
1992,Bahamas,31586,1292.0,25.1,484.59
1993,Bahamas,31571,1292.0,25.26,484.59
1994,Bahamas,31254,1292.0,25.73,484.59
1995,Bahamas,30714,1292.0,25.44,484.59
1996,Bahamas,31324,1292.0,25.06,484.59
1997,Bahamas,30800,1292.0,25.81,484.59
1998,Bahamas,31724,1292.0,25.94,484.59
1999,Bahamas,38088,1292.0,25.31,484.59
2000,Bahamas,35304,1292.0,25.16,484.59
2001,Bahamas,30556,1292.0,25.23,375.89
2002,Bahamas,34792,1292.0,25.79,384.23
2004,Bahamas,33846,1292.0,25.46,269.66
2005,Bahamas,34323,1292.0,25.43,315.74
2006,Bahamas,34519,1292.0,25.34,268.2
2007,Bahamas,34364,1292.0,25.71,268.2
2008,Bahamas,34462,1292.0,25.63,268.2
2009,Bahamas,34560,1292.0,25.46,268.2
2010,Bahamas,34658,1292.0,24.77,268.2
2011,Bahamas,34757,1292.0,25.76,268.2
2012,Bahamas,34855,1292.0,25.46,268.2
2013,Bahamas,34953,1292.0,25.88,268.2
1990,Bahrain,186667,83.0,26.26,14.05
1991,Bahrain,206667,83.0,25.73,14.05
1992,Bahrain,188000,83.0,25.09,14.05
1993,Bahrain,162857,83.0,26.09,14.05
1994,Bahrain,147500,83.0,26.66,30.86
1995,Bahrain,166667,83.0,26.18,12.46
1996,Bahrain,125000,83.0,26.76,12.16
1997,Bahrain,160000,83.0,26.11,9.42
1998,Bahrain,160000,83.0,27.54,11.15
1999,Bahrain,100000,83.0,27.67,12.5
2000,Bahrain,103333,83.0,26.99,8.65
2001,Bahrain,110000,83.0,27.36,9.2
2002,Bahrain,190000,83.0,27.19,0.91
2004,Bahrain,180000,83.0,27.07,12.24
2005,Bahrain,100000,83.0,26.89,12.75
2006,Bahrain,130000,83.0,27.15,12.12
2007,Bahrain,255556,83.0,27.13,16.25
2008,Bahrain,210000,83.0,26.96,10.45
2009,Bahrain,166667,83.0,27.24,12.59
2010,Bahrain,155598,83.0,28.0,9.84
2011,Bahrain,171162,83.0,27.01,9.14
2012,Bahrain,177812,83.0,27.45,9.14
2013,Bahrain,179569,83.0,27.86,9.14
1990,Bahrain,116667,83.0,26.26,14.05
1991,Bahrain,120000,83.0,25.73,14.05
1992,Bahrain,112500,83.0,25.09,14.05
1993,Bahrain,116667,83.0,26.09,14.05
1994,Bahrain,125000,83.0,26.66,30.86
1995,Bahrain,120000,83.0,26.18,12.46
1990,Bangladesh,10015,2666.0,25.98,1266.0
1991,Bangladesh,9781,2666.0,25.85,1287.0
1992,Bangladesh,9319,2666.0,25.86,1453.0
1993,Bangladesh,9351,2666.0,25.73,1487.0
1994,Bangladesh,9042,2666.0,25.91,1594.5
1995,Bangladesh,10700,2666.0,26.09,1702.0
1996,Bangladesh,10166,2666.0,26.15,1919.0
1997,Bangladesh,10914,2666.0,25.55,2035.0
1998,Bangladesh,7339,2666.0,26.13,2068.0
1999,Bangladesh,12346,2666.0,26.31,2532.0
2000,Bangladesh,20597,2666.0,25.91,3170.0
2001,Bangladesh,32216,2666.0,25.93,3295.78
2002,Bangladesh,40349,2666.0,26.1,2954.29
2004,Bangladesh,48243,2666.0,26.14,5587.81
2005,Bangladesh,53311,2666.0,26.19,7605.01
2006,Bangladesh,52998,2666.0,26.44,9074.43
2007,Bangladesh,59812,2666.0,25.95,10962.31
2008,Bangladesh,60172,2666.0,26.0,12936.5
2009,Bangladesh,56831,2666.0,26.54,13790.09
2010,Bangladesh,58378,2666.0,26.65,13283.72
2011,Bangladesh,61512,2666.0,25.8,14798.28
2012,Bangladesh,65838,2666.0,26.28,13289.18
2013,Bangladesh,65953,2666.0,26.59,15330.16
1990,Bangladesh,91410,2666.0,25.98,1266.0
1991,Bangladesh,99868,2666.0,25.85,1287.0
1992,Bangladesh,107931,2666.0,25.86,1453.0
1993,Bangladesh,106787,2666.0,25.73,1487.0
1994,Bangladesh,109570,2666.0,25.91,1594.5
1995,Bangladesh,111665,2666.0,26.09,1702.0
1996,Bangladesh,112741,2666.0,26.15,1919.0
1997,Bangladesh,112551,2666.0,25.55,2035.0
1998,Bangladesh,113972,2666.0,26.13,2068.0
1999,Bangladesh,112810,2666.0,26.31,2532.0
2000,Bangladesh,120591,2666.0,25.91,3170.0
2001,Bangladesh,129163,2666.0,25.93,3295.78
2002,Bangladesh,126010,2666.0,26.1,2954.29
2004,Bangladesh,144313,2666.0,26.14,5587.81
2005,Bangladesh,148805,2666.0,26.19,7605.01
2006,Bangladesh,143848,2666.0,26.44,9074.43
2007,Bangladesh,149768,2666.0,25.95,10962.31
2008,Bangladesh,165373,2666.0,26.0,12936.5
2009,Bangladesh,133367,2666.0,26.54,13790.09
2010,Bangladesh,182299,2666.0,26.65,13283.72
2011,Bangladesh,180931,2666.0,25.8,14798.28
2012,Bangladesh,190627,2666.0,26.28,13289.18
2013,Bangladesh,193790,2666.0,26.59,15330.16
1990,Bangladesh,25661,2666.0,25.98,1266.0
1991,Bangladesh,26592,2666.0,25.85,1287.0
1992,Bangladesh,26893,2666.0,25.86,1453.0
1993,Bangladesh,27185,2666.0,25.73,1487.0
1994,Bangladesh,25328,2666.0,25.91,1594.5
1995,Bangladesh,26527,2666.0,26.09,1702.0
1996,Bangladesh,27629,2666.0,26.15,1919.0
1997,Bangladesh,27431,2666.0,25.55,2035.0
1998,Bangladesh,29358,2666.0,26.13,2068.0
1999,Bangladesh,32139,2666.0,26.31,2532.0
2000,Bangladesh,34836,2666.0,25.91,3170.0
2001,Bangladesh,34020,2666.0,25.93,3295.78
2002,Bangladesh,34902,2666.0,26.1,2954.29
2004,Bangladesh,35359,2666.0,26.14,5587.81
2005,Bangladesh,37814,2666.0,26.19,7605.01
2006,Bangladesh,38541,2666.0,26.44,9074.43
2007,Bangladesh,40833,2666.0,25.95,10962.31
2008,Bangladesh,41441,2666.0,26.0,12936.5
2009,Bangladesh,42404,2666.0,26.54,13790.09
2010,Bangladesh,43422,2666.0,26.65,13283.72
2011,Bangladesh,43917,2666.0,25.8,14798.28
2012,Bangladesh,44206,2666.0,26.28,13289.18
2013,Bangladesh,45317,2666.0,26.59,15330.16
1990,Bangladesh,8103,2666.0,25.98,1266.0
1991,Bangladesh,8376,2666.0,25.85,1287.0
1992,Bangladesh,8988,2666.0,25.86,1453.0
1993,Bangladesh,8948,2666.0,25.73,1487.0
1994,Bangladesh,9892,2666.0,25.91,1594.5
1995,Bangladesh,9804,2666.0,26.09,1702.0
1996,Bangladesh,9959,2666.0,26.15,1919.0
1997,Bangladesh,10297,2666.0,25.55,2035.0
1998,Bangladesh,7901,2666.0,26.13,2068.0
2000,Bangladesh,12346,2666.0,25.91,3170.0
2001,Bangladesh,12346,2666.0,25.93,3295.78
2002,Bangladesh,12361,2666.0,26.1,2954.29
2004,Bangladesh,11633,2666.0,26.14,5587.81
2005,Bangladesh,13214,2666.0,26.19,7605.01
2006,Bangladesh,13587,2666.0,26.44,9074.43
2007,Bangladesh,13462,2666.0,25.95,10962.31
2008,Bangladesh,21505,2666.0,26.0,12936.5
2009,Bangladesh,13300,2666.0,26.54,13790.09
2010,Bangladesh,12806,2666.0,26.65,13283.72
2011,Bangladesh,14667,2666.0,25.8,14798.28
2012,Bangladesh,13452,2666.0,26.28,13289.18
2013,Bangladesh,11343,2666.0,26.59,15330.16
2005,Bangladesh,14148,2666.0,26.19,7605.01
2006,Bangladesh,15144,2666.0,26.44,9074.43
2007,Bangladesh,14717,2666.0,25.95,10962.31
2008,Bangladesh,15026,2666.0,26.0,12936.5
2009,Bangladesh,14660,2666.0,26.54,13790.09
2010,Bangladesh,17090,2666.0,26.65,13283.72
2011,Bangladesh,15898,2666.0,25.8,14798.28
2012,Bangladesh,15814,2666.0,26.28,13289.18
2013,Bangladesh,14729,2666.0,26.59,15330.16
1990,Bangladesh,98316,2666.0,25.98,1266.0
1991,Bangladesh,96481,2666.0,25.85,1287.0
1992,Bangladesh,96477,2666.0,25.86,1453.0
1993,Bangladesh,95714,2666.0,25.73,1487.0
1994,Bangladesh,95373,2666.0,25.91,1594.5
1995,Bangladesh,95186,2666.0,26.09,1702.0
1996,Bangladesh,96081,2666.0,26.15,1919.0
1997,Bangladesh,93946,2666.0,25.55,2035.0
1998,Bangladesh,95325,2666.0,26.13,2068.0
1999,Bangladesh,92786,2666.0,26.31,2532.0
2000,Bangladesh,92479,2666.0,25.91,3170.0
2001,Bangladesh,90907,2666.0,25.93,3295.78
2002,Bangladesh,90919,2666.0,26.1,2954.29
2004,Bangladesh,89459,2666.0,26.14,5587.81
2005,Bangladesh,88704,2666.0,26.19,7605.01
2006,Bangladesh,90254,2666.0,26.44,9074.43
2007,Bangladesh,90479,2666.0,25.95,10962.31
2008,Bangladesh,97290,2666.0,26.0,12936.5
2009,Bangladesh,96232,2666.0,26.54,13790.09
2010,Bangladesh,98688,2666.0,26.65,13283.72
2011,Bangladesh,97962,2666.0,25.8,14798.28
2012,Bangladesh,102939,2666.0,26.28,13289.18
2013,Bangladesh,97019,2666.0,26.59,15330.16
1990,Bangladesh,15034,2666.0,25.98,1266.0
1991,Bangladesh,16767,2666.0,25.85,1287.0
1992,Bangladesh,18534,2666.0,25.86,1453.0
1993,Bangladesh,18457,2666.0,25.73,1487.0
1994,Bangladesh,18390,2666.0,25.91,1594.5
1995,Bangladesh,19483,2666.0,26.09,1702.0
1996,Bangladesh,19531,2666.0,26.15,1919.0
1997,Bangladesh,20544,2666.0,25.55,2035.0
1998,Bangladesh,22408,2666.0,26.13,2068.0
1999,Bangladesh,21627,2666.0,26.31,2532.0
2000,Bangladesh,22104,2666.0,25.91,3170.0
2001,Bangladesh,21643,2666.0,25.93,3295.78
2002,Bangladesh,21644,2666.0,26.1,2954.29
2004,Bangladesh,19527,2666.0,26.14,5587.81
2005,Bangladesh,17478,2666.0,26.19,7605.01
2006,Bangladesh,15344,2666.0,26.44,9074.43
2007,Bangladesh,18471,2666.0,25.95,10962.31
2008,Bangladesh,21753,2666.0,26.0,12936.5
2009,Bangladesh,21516,2666.0,26.54,13790.09
2010,Bangladesh,23959,2666.0,26.65,13283.72
2011,Bangladesh,26012,2666.0,25.8,14798.28
2012,Bangladesh,27789,2666.0,26.28,13289.18
2013,Bangladesh,30138,2666.0,26.59,15330.16
1992,Belarus,30000,618.0,6.74,8306.31
1993,Belarus,12000,618.0,5.61,8306.31
1994,Belarus,5000,618.0,6.26,8306.31
1995,Belarus,24545,618.0,6.68,8306.31
1996,Belarus,23000,618.0,5.32,8306.31
1997,Belarus,20333,618.0,5.98,8306.31
1998,Belarus,26522,618.0,6.11,8306.31
1999,Belarus,26053,618.0,7.38,8306.31
2000,Belarus,23077,618.0,7.52,8306.31
2001,Belarus,25917,618.0,6.71,8306.31
2002,Belarus,32889,618.0,7.34,8306.31
2004,Belarus,35297,618.0,6.49,8306.31
2005,Belarus,39965,618.0,6.53,8306.31
2006,Belarus,39390,618.0,6.6,8306.31
2007,Belarus,50653,618.0,7.51,8306.31
2008,Belarus,43890,618.0,7.75,8306.31
2009,Belarus,46818,618.0,6.75,8306.31
2010,Belarus,49306,618.0,6.71,8306.31
2011,Belarus,65950,618.0,7.29,8306.31
2012,Belarus,50407,618.0,6.33,9578.67
2013,Belarus,55656,618.0,7.83,9163.51
1992,Belarus,115326,618.0,6.74,8306.31
1993,Belarus,155463,618.0,5.61,8306.31
1994,Belarus,118235,618.0,6.26,8306.31
1995,Belarus,131092,618.0,6.68,8306.31
1996,Belarus,151328,618.0,5.32,8306.31
1997,Belarus,99173,618.0,5.98,8306.31
1998,Belarus,108971,618.0,6.11,8306.31
1999,Belarus,113330,618.0,7.38,8306.31
2000,Belarus,131888,618.0,7.52,8306.31
2001,Belarus,122132,618.0,6.71,8306.31
2002,Belarus,134922,618.0,7.34,8306.31
2004,Belarus,195459,618.0,6.49,8306.31
2005,Belarus,177299,618.0,6.53,8306.31
2006,Belarus,191956,618.0,6.6,8306.31
2007,Belarus,211948,618.0,7.51,8306.31
2008,Belarus,220735,618.0,7.75,8306.31
2009,Belarus,186040,618.0,6.75,8306.31
2010,Belarus,213518,618.0,6.71,8306.31
2011,Belarus,209564,618.0,7.29,8306.31
2012,Belarus,208131,618.0,6.33,9578.67
2013,Belarus,193536,618.0,7.83,9163.51
1992,Belarus,27983,618.0,6.74,8306.31
1993,Belarus,26826,618.0,5.61,8306.31
1994,Belarus,22802,618.0,6.26,8306.31
1995,Belarus,24791,618.0,6.68,8306.31
1996,Belarus,21989,618.0,5.32,8306.31
1997,Belarus,25132,618.0,5.98,8306.31
1998,Belarus,21347,618.0,6.11,8306.31
1999,Belarus,17322,618.0,7.38,8306.31
2000,Belarus,21367,618.0,7.52,8306.31
2001,Belarus,21255,618.0,6.71,8306.31
2002,Belarus,26919,618.0,7.34,8306.31
2004,Belarus,33040,618.0,6.49,8306.31
2005,Belarus,32812,618.0,6.53,8306.31
2006,Belarus,28191,618.0,6.6,8306.31
2007,Belarus,32771,618.0,7.51,8306.31
2008,Belarus,39752,618.0,7.75,8306.31
2009,Belarus,35428,618.0,6.75,8306.31
2010,Belarus,28851,618.0,6.71,8306.31
2011,Belarus,33088,618.0,7.29,8306.31
2012,Belarus,35822,618.0,6.33,9578.67
2013,Belarus,30610,618.0,7.83,9163.51
2000,Belgium,111006,847.0,11.37,9560.49
2001,Belgium,113522,847.0,10.94,8529.07
2002,Belgium,111962,847.0,11.44,9204.0
2004,Belgium,122246,847.0,10.94,9186.0
2005,Belgium,116872,847.0,11.16,9776.0
2006,Belgium,101929,847.0,11.48,8244.02
2007,Belgium,131278,847.0,11.52,6712.05
2008,Belgium,119258,847.0,10.9,6516.47
2009,Belgium,121174,847.0,11.0,5496.04
2010,Belgium,119283,847.0,9.74,4644.53
2011,Belgium,119360,847.0,11.69,5740.44
2012,Belgium,102438,847.0,10.68,6139.3
2013,Belgium,111500,847.0,10.36,5905.6
2000,Belgium,444058,847.0,11.37,9560.49
2001,Belgium,412267,847.0,10.94,8529.07
2002,Belgium,471475,847.0,11.44,9204.0
2004,Belgium,483955,847.0,10.94,9186.0
2005,Belgium,428135,847.0,11.16,9776.0
2006,Belgium,385452,847.0,11.48,8244.02
2007,Belgium,469491,847.0,11.52,6712.05
2008,Belgium,460711,847.0,10.9,6516.47
2009,Belgium,447083,847.0,11.0,5496.04
2010,Belgium,422676,847.0,9.74,4644.53
2011,Belgium,501412,847.0,11.69,5740.44
2012,Belgium,454233,847.0,10.68,6139.3
2013,Belgium,454642,847.0,10.36,5905.6
2000,Belgium,79198,847.0,11.37,9560.49
2001,Belgium,80475,847.0,10.94,8529.07
2002,Belgium,82757,847.0,11.44,9204.0
2004,Belgium,89806,847.0,10.94,9186.0
2005,Belgium,82733,847.0,11.16,9776.0
2006,Belgium,82549,847.0,11.48,8244.02
2007,Belgium,78908,847.0,11.52,6712.05
2008,Belgium,87585,847.0,10.9,6516.47
2009,Belgium,94652,847.0,11.0,5496.04
2010,Belgium,88272,847.0,9.74,4644.53
2011,Belgium,84046,847.0,11.69,5740.44
2012,Belgium,84522,847.0,10.68,6139.3
2013,Belgium,89349,847.0,10.36,5905.6
1990,Botswana,2899,416.0,19.54,17.0
1991,Botswana,3962,416.0,19.29,19.0
1992,Botswana,1899,416.0,20.59,17.0
1993,Botswana,1353,416.0,19.97,17.0
1994,Botswana,1698,416.0,19.26,17.0
1995,Botswana,9477,416.0,19.96,17.0
1996,Botswana,2463,416.0,19.1,17.0
1997,Botswana,2867,416.0,19.26,17.0
1998,Botswana,910,416.0,20.05,17.0
1999,Botswana,1111,416.0,20.24,17.0
2000,Botswana,1123,416.0,18.97,17.0
2001,Botswana,1992,416.0,19.36,17.0
2002,Botswana,2947,416.0,19.89,17.0
2004,Botswana,1743,416.0,19.41,17.0
2005,Botswana,2297,416.0,20.42,17.0
2006,Botswana,2511,416.0,18.97,17.0
2007,Botswana,1219,416.0,19.71,17.0
2008,Botswana,1844,416.0,19.63,17.0
2009,Botswana,2429,416.0,19.25,17.0
2010,Botswana,1617,416.0,19.98,17.0
2011,Botswana,3473,416.0,19.19,17.0
2012,Botswana,1370,416.0,19.83,17.0
2013,Botswana,849,416.0,18.69,17.0
1990,Botswana,2500,416.0,19.54,17.0
1991,Botswana,3663,416.0,19.29,19.0
1992,Botswana,2909,416.0,20.59,17.0
1993,Botswana,5236,416.0,19.97,17.0
1994,Botswana,2182,416.0,19.26,17.0
1995,Botswana,3597,416.0,19.96,17.0
1996,Botswana,3592,416.0,19.1,17.0
1997,Botswana,2455,416.0,19.26,17.0
1998,Botswana,3364,416.0,20.05,17.0
1999,Botswana,2669,416.0,20.24,17.0
2000,Botswana,1573,416.0,18.97,17.0
2001,Botswana,11538,416.0,19.36,17.0
2002,Botswana,4218,416.0,19.89,17.0
2004,Botswana,3343,416.0,19.41,17.0
2005,Botswana,18316,416.0,20.42,17.0
2006,Botswana,5024,416.0,18.97,17.0
2007,Botswana,9979,416.0,19.71,17.0
2008,Botswana,5507,416.0,19.63,17.0
2009,Botswana,5042,416.0,19.25,17.0
2010,Botswana,5701,416.0,19.98,17.0
2011,Botswana,6690,416.0,19.19,17.0
2012,Botswana,6779,416.0,19.83,17.0
2013,Botswana,3168,416.0,18.69,17.0
1990,Botswana,26178,416.0,19.54,17.0
1991,Botswana,22464,416.0,19.29,19.0
1992,Botswana,21653,416.0,20.59,17.0
1993,Botswana,20843,416.0,19.97,17.0
1994,Botswana,20032,416.0,19.26,17.0
